sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:17:28.236849+00:00;P2;31.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:17:28.236849+00:00;P1;34.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:17:28.236849+00:00;P0;21.20
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:17:49.898062+00:00;humidity;27.20
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:17:49.898062+00:00;temperature;29.30
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:21:19.026727+00:00;humidity;27.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:21:19.026727+00:00;temperature;29.10
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:24:05.749323+00:00;P2;33.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:24:05.749323+00:00;P1;38.50
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:24:05.749323+00:00;P0;22.25
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:24:27.421803+00:00;humidity;27.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:24:27.421803+00:00;temperature;29.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:27:13.914879+00:00;P2;29.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:27:13.914879+00:00;P1;33.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:27:13.914879+00:00;P0;19.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:27:35.595237+00:00;humidity;27.80
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:27:35.595237+00:00;temperature;29.30
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:30:22.564260+00:00;P2;28.75
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:30:22.564260+00:00;P1;29.75
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:30:22.564260+00:00;P0;19.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:30:44.243400+00:00;humidity;27.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:30:44.243400+00:00;temperature;29.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:33:30.993442+00:00;P2;30.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:33:30.993442+00:00;P1;34.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:33:30.993442+00:00;P0;22.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:33:52.609851+00:00;humidity;27.60
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:33:52.609851+00:00;temperature;29.10
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:36:39.376941+00:00;P2;31.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:36:39.376941+00:00;P1;33.60
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:36:39.376941+00:00;P0;20.80
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:37:01.036103+00:00;humidity;27.60
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:37:01.036103+00:00;temperature;29.10
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:39:47.516674+00:00;P2;32.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:39:47.516674+00:00;P1;36.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:39:47.516674+00:00;P0;22.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:40:09.108686+00:00;humidity;27.70
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:40:09.108686+00:00;temperature;29.10
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:42:55.861956+00:00;P2;40.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:42:55.861956+00:00;P1;48.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:42:55.861956+00:00;P0;28.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:43:17.497476+00:00;humidity;28.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:43:17.497476+00:00;temperature;29.10
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:46:03.997495+00:00;P2;29.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:46:03.997495+00:00;P1;35.80
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:46:03.997495+00:00;P0;17.80
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:46:25.840640+00:00;humidity;28.10
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:46:25.840640+00:00;temperature;29.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:49:12.569344+00:00;P2;37.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:49:12.569344+00:00;P1;44.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:49:12.569344+00:00;P0;25.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:49:34.238350+00:00;humidity;28.20
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:49:34.238350+00:00;temperature;28.90
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:52:20.736170+00:00;P2;37.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:52:20.736170+00:00;P1;46.60
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:52:20.736170+00:00;P0;25.20
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:52:42.415868+00:00;humidity;28.20
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:52:42.415868+00:00;temperature;28.90
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:55:29.149085+00:00;P2;32.60
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:55:29.149085+00:00;P1;38.40
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:55:29.149085+00:00;P0;22.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:55:50.804392+00:00;humidity;28.10
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:55:50.804392+00:00;temperature;28.80
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:58:37.372456+00:00;P2;32.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:58:37.372456+00:00;P1;39.60
4924;pms5003;3978;-0.271;36.104;2025-02-28T14:58:37.372456+00:00;P0;22.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:58:59.059599+00:00;humidity;28.30
4925;DHT22;3978;-0.271;36.104;2025-02-28T14:58:59.059599+00:00;temperature;28.70
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:01:45.810608+00:00;P2;26.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:01:45.810608+00:00;P1;26.20
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:01:45.810608+00:00;P0;20.00
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:02:07.543835+00:00;humidity;28.40
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:02:07.543835+00:00;temperature;28.70
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:04:54.153830+00:00;P2;30.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:04:54.153830+00:00;P1;34.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:04:54.153830+00:00;P0;19.60
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:05:15.807301+00:00;humidity;28.20
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:05:15.807301+00:00;temperature;28.70
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:08:02.619364+00:00;P2;32.50
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:08:02.619364+00:00;P1;38.00
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:08:02.619364+00:00;P0;22.50
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:08:24.259734+00:00;humidity;28.30
4925;DHT22;3978;-0.271;36.104;2025-02-28T15:08:24.259734+00:00;temperature;28.70
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:11:10.741989+00:00;P2;41.50
4924;pms5003;3978;-0.271;36.104;2025-02-28T15:11:10.741989+00:00;P1;51.50
